file,bank,addr,label,name,pic,textend,nowrap,zh,en,deepl,checked,notes
,26,5ebb,,,,line,1,仙界據守出入口的仙龍﹐頭上的角具有判別真假的能力⚬,The immortal dragon that guards the entrance and exit of the immortal world has the ability to distinguish between the real and the fake by the horns on its head.,0,0,
,26,5eea,,,,line,1,據說在某一時期曾幾乎絕種的星獸﹐僅有少數幸運存活下來⚬,"It is said that at one time the species was almost extinct, but only a few were lucky enough to survive.",0,0,
,26,5f1c,,,,line,1,因眼睛的構造不同﹐有熱感應的功能﹐在黑暗中也能看清楚⚬,"Because of the different structure of its eyes, it can see clearly in the dark because of its heat-sensing function.",0,0,
,26,5f4a,,,,line,1,生氣時引發的沙暴﹐無人能擋﹐連整座山都能搬移⚬,"When angry, it can cause a sandstorm that no one can stop, and it can even move a whole mountain.",0,0,
,26,5f73,,,,line,1,因有了羽翼﹐所以能在空中自由飛翔﹐數量已相當稀少⚬,"They can fly freely in the air because of their feathered wings, but their numbers are quite rare.",0,0,
,26,5f9f,,,,line,1,傳說中的信差﹐看到牠的蹤跡﹐往往代表惡運的到來⚬,"Legend has it that when a messenger sees its trail, it means bad luck is coming.",0,0,
,26,5fcb,,,,line,1,會發出召喚大風的鳴叫聲﹐揮動雙翼能引起巨大龍旋⚬,"Will call for the sound of the wind chirping, swinging the wings can cause a huge dragon whirl.",0,0,
,26,5ff8,,,,line,1,身體有９０％已被機械化﹐卻因螺絲的生鏽而僵硬的飛行⚬,"90% of its body has been mechanized, but it flies stiffly because of the rusted screws.",0,0,
,26,6026,,,,line,1,張開羽翼能遮蔽天空﹐是風和大地的守護神⚬,"Open the feathered wings can cover the sky, is the wind and earth's guardian god.",0,0,
,26,6049,,,,line,1,經改造的翼首龍﹐擁有人工智慧﹐學會設陷阱對付敵人⚬,The transformed pterodactyl has artificial intelligence and learns to set traps against enemies.,0,0,
,26,6078,,,,line,1,擁有著一邊在地底挖掘﹐一邊高速移動的能力⚬,With the ability to dig in the ground while moving at high speed.,0,0,
,26,60a0,,,,line,1,常吐出黏答答的泥巴混淆敵人視線﹐並趁機開溜⚬,"Often spit out sticky mud to confuse the enemy's vision, and take the opportunity to escape.",0,0,
,26,60cb,,,,line,1,集所有礦石精華於頭上的四個角﹐因而獲得強大防禦力⚬,"Collect all the ore essence in the four corners of the head, thus gaining strong defensive power.",0,0,
,26,60f5,,,,line,1,可以連續不斷丟出岩石攻擊對手﹐弱點在於牠的兩個手臂⚬,"He can continuously throw rocks to attack his opponents, but his weakness lies in his two arms.",0,0,
,26,6126,,,,line,1,擅長以腕力在打擊戰中取勝的岩石類怪物⚬,A rock-like monster that specializes in winning in combat with its wrist strength.,0,0,
,26,614b,,,,line,1,堅硬的身軀和遁地的能力﹐能自由的在地底活動⚬,"Hard body and the ability to disappear into the ground, can move freely in the ground.",0,0,
,26,6176,,,,line,1,猛裂的撞擊力量﹐似乎連山都打得破的感覺⋯⋯,"The fierce cracking force of the impact, seems to break even the feeling of the mountain.",0,0,
,26,619b,,,,line,1,全身覆蓋著鋼鐵一般的殼﹐一般的攻擊是無關痛癢的⚬,"The whole body is covered with a steel shell, the general attack is not painful.",0,0,
,26,61c4,,,,line,1,總是精力旺盛的它﹐常搬運岩石來打發時間⚬,"Always energetic, it often carries rocks to pass the time.",0,0,
,26,61eb,,,,line,1,任意使用全身的泥土變化成人形﹐踫到水又化成一灘泥巴⚬,"At will, it will use the whole body of the mud to transform into a human form, and then turn into a beach of mud when it touches water.",0,0,
,26,621d,,,,line,1,傳說是遠古時代在西域地方﹐人人所懼怕的紅魔鬼⚬,Legend has it that it is a red devil feared by everyone in the western region in ancient times.,0,0,
,26,6247,,,,line,1,智慧方面異常發達的巨額怪獸﹐而且可靈活地飛行在天空⚬,It is a giant monster with exceptional intelligence and can fly in the sky with flexibility.,0,0,
,26,6273,,,,line,1,守備力及速度相當地高﹐見到有生命的物體會緊追不放⚬,"It has a very high guard and speed, and will chase after anything that is alive.",0,0,
,26,629f,,,,line,1,從闇黑之域召喚出來的﹐有著令人十分恐懼的形體⚬,It is summoned from the dark domain and has a fearful form.,0,0,
,26,62c7,,,,line,1,經由邪惡的力量而獲得生命﹐緊握著一劈大斧頭來自衛⚬,"Gained life through the power of evil, he holds a large axe in his hands to defend himself.",0,0,
,26,62f7,,,,line,1,一口銳利的牙齒﹐連骨頭都可以輕易撕碎⚬,He has a sharp tooth that can easily tear apart even bones.,0,0,
,26,631b,,,,line,1,由超惡質的電腦病毒所組成﹐利用電腦為非作歹⚬,"It is composed of a computer virus of super malicious quality, and uses the computer to commit crimes.",0,0,
,26,6342,,,,line,1,常在淒黑的森林間﹐出奇不意的發出聲音﹐驚嚇路人⚬,It often makes unexpected noises in the dark forest to scare passers-by.,0,0,
,26,6373,,,,line,1,接觸到它吐出的纏絲﹐馬上就會被纏繞住而無法動彈⚬,"If it comes into contact with the tangled threads it spits out, it will immediately become entangled and immobilized.",0,0,
,26,63a0,,,,line,1,一張開口就是吃﹐連垃圾都不放過﹐記得千萬別遇見牠⚬,"Once it opens its mouth, it just eats, and it doesn't even let go of garbage.",0,0,
,26,63cf,,,,line,1,個性樂觀無慮﹐不喜歡戰鬥﹐但絕不容赦擅闖聖地的人⚬,"He is optimistic and does not like to fight, but he will not allow people who trespass on sacred ground to be pardoned.",0,0,
,26,6400,,,,line,1,傳說是雷公的後代子孫﹐每當他一打咳就是要打雷了⚬,"Legend has it that he is a descendant of the thunder god, and whenever he coughs, it's time for thunder.",0,0,
,26,642b,,,,line,1,身旁的拐杖擁有替人驅除身上的邪靈附身⚬,The walking stick beside him has the ability to expel the possession of evil spirits for people.,0,0,
,26,644f,,,,line,1,每當天象異常時分﹐就能見到他的縱跡了⚬,"Whenever the sky is abnormal, you can see his vestiges.",0,0,
,26,6473,,,,line,1,由雷之石修煉而成的雷獸﹐具有可以操縱閃電的力量⚬,"By the thunder stone cultivated into the thunder beast, with the power to manipulate lightning.",0,0,
,26,6499,,,,line,1,當他開始揮動手上的兵器時﹐就是有大海嘯的徵兆⚬,"When he starts to swing the weapon in his hand, it is a sign of the great tsunami.",0,0,
,26,64c1,,,,line,1,頭上的角一凝聚能量﹐就會發出一道強大的電波⚬,"The horn on the head, once the energy gathered, will also send a powerful electric wave.",0,0,
,26,64ea,,,,line,1,據說在很久以前﹐戰爭發生的時候﹐他便會從天而降⚬,"It is said that in the long ago, when the war occurred, he will fall from the sky.",0,0,
,26,6519,,,,line,1,由堅硬的鋼鐵組成﹐身上的閃電標誌是最大的特徵⚬,"Made of hardened steel, the lightning symbol on his body is the biggest feature.",0,0,
,26,6545,,,,line,1,身上會自動凝聚大氣中的電分子﹐藉此電力而發光⚬,The body will automatically gather the electric molecules in the atmosphere and glow with the electricity.,0,0,
,26,656b,,,,line,1,非常有靈性的犬類﹐全身泛著紫藍色的神祕電光⚬,"This spiritual dog

glows bright with

a blue aura.",0,0,"Very spiritual canine, the whole body glowing purple-blue mysterious light."
,26,6594,,,,line,1,雖然是機械製造而成﹐但見鼠類就會猛追不捨⚬,"Although it is made of machinery, it will chase after rodents when it sees them.",0,0,
,26,65b9,,,,line,1,外貌看起來像貓﹐實際上是一隻非常機智的小老虎⚬,"Appearance looks like a cat, but in fact is a very smart little tiger.",0,0,
,26,65e2,,,,line,1,忠誠度很高的怪獸﹐能夠忠實地完成主人交代的任務⚬,He is a very loyal monster and can faithfully complete the tasks given by his master.,0,0,
,26,6609,,,,line,1,全身所散發出的氣質深受人們的喜愛﹐喜歡聽讚揚的話⚬,He is very popular with people and likes to hear praise.,0,0,
,26,6638,,,,line,1,穿越時空到處都曾出現過他的身影﹐是上古時代的人類⚬,He has appeared everywhere through time and space and is a human from the ancient times.,0,0,
,26,6666,,,,line,1,一生就是在找尋戰鬥的對象﹐彷彿總是靜不下來⚬,"All his life he has been looking for an object to fight, as if he can't keep still.",0,0,
,26,6691,,,,line,1,同時具有雙頭面及擁有雙重性格的特殊怪獸⚬,He is a special monster with two heads and two personalities at the same time.,0,0,
,26,66b2,,,,line,1,擁有滑滑黏黏的舌頭﹐最喜歡生活在陰暗潮濕的地方⚬,It has a slippery and sticky tongue and likes to live in dark and humid places.,0,0,
,26,66dc,,,,line,1,一生起氣﹐頭上噴出的火燄﹐可將所有的東西燃燒殆盡⚬,"When he gets angry, the flame coming out of his head can burn up everything.",0,0,
,26,670b,,,,line,1,可任意模仿各種聲音﹐是忠誠度很高的鳥獸類怪獸⚬,It can imitate various sounds at will and is a highly loyal bird-beast-like monster.,0,0,
,26,6730,,,,line,1,全身被熾熱的火燄包圍著﹐格性也和火燄般激烈粗暴⚬,"His entire body is surrounded by an exuberant flame, and his personality is as violent as the flame.",0,0,
,26,675e,,,,line,1,揮動著手上的劍﹐就能不斷落下流星般的火燄⚬,"With the swing of his sword, he can drop a meteor-like flame.",0,0,
,26,6783,,,,line,1,會發射出威力強大的火燄﹐使周遭陷入一片火海⚬,"When he wields his sword, he will shoot out powerful flames that will plunge the surrounding area into a sea of fire.",0,0,
,26,67a7,,,,line,1,年紀尚小的火精靈﹐發起脾氣來﹐威力可不輸給任何人⚬,"The fire spirit is still young, but when it gets angry, it is as powerful as anyone else.",0,0,
,26,67d5,,,,line,1,火精修練而成的神獸﹐噴出的火焰足以燒掉一座森林⚬,The fire spirit is a trained beast that can burn down a forest with its flames.,0,0,
,26,67ff,,,,line,1,傳說是李哪吒隨身配帶的代步工具⚬,Legend has it that it is the walking tool that Li Nezha carries with him.,0,0,
,26,681d,,,,line,1,掌管著大自然的火﹐任何火類的神獸都敬重他三分⚬,He is in charge of the fire of nature and is respected by all fire beasts.,0,0,
,26,684a,,,,line,1,沉睡在深海中的珍珠貝殼裡﹐偶爾會游出水面偷窺人類⚬,He sleeps in a pearl shell in the deep sea and occasionally swims out of the water to spy on humans.,0,0,
,26,6878,,,,line,1,暴風雪出現時才能看見﹐一年只覓食一次﹐其餘時間都在冬眠⚬,"He can only be seen when a storm occurs, and he only feeds once a year and spends the rest of his time hibernating.",0,0,
,26,68ad,,,,line,1,有著數不完的觸腳﹐特別喜歡吃小孩來充實自已的能量⚬,"With an endless number of tentacles, especially like to eat children to enrich their energy.",0,0,
,26,68d8,,,,line,1,故意製造大海嘯﹐一但被捲入﹐便成為它的腹中物⚬,"It deliberately creates tsunami, and once it is swept into it, it will become its belly.",0,0,
,26,6900,,,,line,1,利用延伸的觸腳攀附在敵人身上﹐吸取其精華至死⚬,It uses its extended tentacles to cling to its enemies and suck their essence to death.,0,0,
,26,692d,,,,line,1,由於皮膚細薄只要遭到日光照射﹐便會提升血液溫度⚬,"Due to the thin skin, it will raise the blood temperature when exposed to sunlight.",0,0,
,26,695c,,,,line,1,動作緩慢﹐卻能游數百里而不累的巨型龜類怪獸⚬,A giant turtle-like creature that can swim hundreds of miles without getting tired despite its slow movements.,0,0,
,26,6985,,,,line,1,肚子一發出咕嚕聲﹐就表示牠肚子餓了⚬,The sound of its stomach growling indicates that it is hungry.,0,0,
,26,69a6,,,,line,1,平時是安靜在海底沉睡﹐肚子餓時才會張開蚌殼覓食⚬,"Normally, it sleeps quietly on the ocean floor, but when it is hungry, it will open its clam shell to feed.",0,0,
,26,69d3,,,,line,1,身上的羊毛可以保暖﹐是一種相當溫馴的草食性動物⚬,"The wool on its body keeps it warm, making it a very docile herbivore.",0,0,
,26,69fc,,,,line,1,擁有強韌的意志力﹐以及甲蟲特有的完美防禦力⚬,The beetle has a strong willpower and perfect defensive power.,0,0,
,26,6a24,,,,line,1,性格暴躁、桀桀不馴﹐不容易與人類親近⚬,"The beetle is irascible, untamed and not easy to get close to humans.",0,0,
,26,6a49,,,,line,1,個性溫和﹐總是笑嘻嘻的﹐喜歡偷窺人們的一舉一動⚬,"The gentle nature, always smiling, like to spy on people's every move.",0,0,
,26,6a75,,,,line,1,這樣一根根紅色的毛髮﹐據說擁有如稀有金屬的硬度⚬,This red hair is said to have the hardness of a rare metal.,0,0,
,26,6aa4,,,,line,1,以異常發達的肌肉進行攻擊﹐破壞力相當驚人⚬,"The attack is carried out with abnormally developed muscles, and the destructive power is quite amazing.",0,0,
,26,6acb,,,,line,1,當靜電氣聚集過多時﹐連表面不受吸力的軟毛也會豎起⚬,"When too much static electricity is gathered, even the soft hairs that are not subject to suction on the surface will stand up.",0,0,
,26,6af9,,,,line,1,只會盲目地勇往直衝進行破壞﹐因而造成頭上的角彎曲⚬,The horn on the head is bent because it will only blindly charge straight ahead to destroy.,0,0,
,26,6b2b,,,,line,1,膽小的草性怪獸﹐一遇到害怕的事情﹐就躲進草堆中⚬,A timid grass monster that hides in the grass when it encounters something it is afraid of.,0,0,
,26,6b58,,,,line,1,必須轉動發條才能活動﹐頂上改造成像降落傘般飛行功能⚬,"It flies with the

parachute atop its

head.
",0,0,"The heart needs to turn the hair bar to move, and the top is transformed into a parachute-like flying function."
,26,6b8a,,,,line,1,最喜歡擺動著牠那雙翼﹐以美麗的姿態在天空中自由飛翔⚬,"Most like to swing its wings, to beautiful posture in the sky to fly freely.",0,0,
,26,6bba,,,,line,1,頭腦不怎麼靈光﹐遇到危險時﹐會發出難聽的叫聲⚬,"It is not very smart, and when it encounters danger, it will make an unpleasant screaming sound.",0,0,
,26,6be2,,,,line,1,相當難看見的怪獸之一﹐一翻動身體很可能造成大地震⚬,"It is one of the most difficult monsters to see, and when it flips its body, it may cause a big earthquake.",0,0,
,26,6c0c,,,,line,1,使用背後的雙翅飛翔於空中﹐不論是地上或空中都能發揮⚬,"Use the wings behind the back to fly in the air, whether on the ground or in the air can play.",0,0,
,26,6c3e,,,,line,1,居住在天上人間的精靈﹐是人見人怕的頑皮鬼⚬,The spirit that lives in the sky is a naughty ghost that people are afraid of.,0,0,
,26,6c65,,,,line,1,擁有強力的翅膀和驚人的體力﹐喜歡飛翔在峽谷溪間⚬,"Have strong wings and amazing physical strength, like to fly in the canyon and stream.",0,0,
,26,6c92,,,,line,1,夜間才會出來行動﹐靠著發光的眼睛找尋獵物⚬,"Only at night will come out to move, relying on the light of the eyes to find prey.",0,0,
,26,6cb6,,,,line,1,飛行時所產生的超音波﹐能令聽到的敵人麻痺⚬,The ultrasonic waves generated when flying can paralyze enemies who hear them.,0,0,
,26,6cda,,,,line,1,據說天空中出現的七彩彩虹﹐就是牠所畫的哦,It is said that the colorful rainbow that appears in the sky is painted by him.,0,0,
,26,6d02,,,,line,1,身上散發出的咖啡香味﹐會使人興奮不已⚬,The scent of coffee emitted from its body will make people excited.,0,0,
,26,6d25,,,,line,1,全身如同鑽石般堅硬﹐可說是無堅不摧⚬,"The whole body is as hard as diamond, it can be said to be indestructible.",0,0,
,26,6d46,,,,line,1,喜愛全身滾著爛泥巴﹐相當自在地享受著日光浴⚬,It likes to be covered with mud and enjoys sunbathing quite comfortably.,0,0,
,26,6d6f,,,,line,1,身體的中央被稱之為核心的部分﹐每次攻擊時會射出石頭⚬,"The center of the body is called the core part, each attack will shoot out stones.",0,0,
,26,6d9e,,,,line,1,絕技是利用身上的角﹐在地上像陀螺般的旋轉﹐砍傷敵人⚬,The best technique is to use the horns on the body to spin like a gyroscope on the ground and slash the enemy.,0,0,
,26,6dcf,,,,line,1,只要被牠握住的東西﹐不到牠斷氣是絕不會放手的⚬,"As long as it holds something, it will not let go until it breaks.",0,0,
,26,6dfa,,,,line,1,經常潛行在地底下﹐不太喜歡拋頭露面⚬,It often sneaks under the ground and does not like to show its face.,0,0,
,26,6e1c,,,,line,1,當發現獵物時﹐能準確無誤地將獵物捕捉住﹐非常的聰明⚬,"When it finds prey, it can accurately capture the prey and is very smart.",0,0,
,26,6e4a,,,,line,1,據說牠的手上的燈火﹐可以指引亡死的靈魂通往地獄之路⚬,It is said that the lamp in its hand can guide the souls of the dead to the road to hell.,0,0,
,26,6e79,,,,line,1,黑暗地獄所派的使者﹐專門勾引邪惡心靈的人類⚬,"The messenger sent by the dark hell, specializing in seducing the evil-minded human.",0,0,
,26,6e9f,,,,line,1,被布所包裹著的身體內到底是什麼﹐至今仍是個謎⚬,What is inside the body wrapped in cloth is still a mystery.,0,0,
,26,6eca,,,,line,1,從邪惡的闇黑勢力所衍生出的生物體﹐目前仍在進化中⚬,A creature derived from the dark forces of evil that is still evolving.,0,0,
,26,6ef6,,,,line,1,攻擊時利用身體將敵人纏繞住﹐讓敵人窒息而死⚬,"When attacking, they use their bodies to wrap around their enemies and suffocate them to death.",0,0,
,26,6f1f,,,,line,1,一付不懷好意的笑容﹐心裡盤算著下一個捉弄的對象⚬,He has an unkind smile and is planning his next target.,0,0,
,26,6f4d,,,,line,1,攻擊速度相當快﹐能在瞬間奪取對手的性命⚬,"Attack speed is very fast, can kill the opponent in an instant.",0,0,
,26,6f71,,,,line,1,身體雖小﹐但尾巴上的鏈刀﹐能快速撕裂任何東西⚬,"Although the body is small, but the chain knife on the tail, can quickly tear anything.",0,0,
,26,6f9d,,,,line,1,頭部已完全金屬化﹐可防禦住大部份的攻擊⚬,The head has been completely metalized to defend against most attacks.,0,0,
,26,6fc3,,,,line,1,擁有任意穿梭在時空隧道的能力﹐甚至是未知的世界⚬,"Have the ability to travel through time and space tunnels at will, even unknown worlds.",0,0,
,26,6ff0,,,,line,1,彈奏出的歌曲﹐讓聽到音樂的人昏昏睡去⚬,Play songs that make people who hear the music drift off to sleep.,0,0,
,26,7014,,,,line,1,會將時間吃掉當成自己的能量﹐使時間靜止不動⚬,"Will eat time as their own energy, so that time does not move.",0,0,
,26,703b,,,,line,1,準確的報時能力﹐但看久了可是會被它給搉眠的哦⋯⋯,"Accurate ability to tell the time, but look at it for a long time, but it will be sure to sleep Oh ......",0,0,
,26,7067,,,,line,1,性情喜歡使壞﹐會使用帶有雷電的長形光線來進行攻擊⚬,"Temperament like to make bad, will use with lightning long light to attack.",0,0,
,26,7096,,,,line,1,眼睛是牠最大的特徵﹐黑暗處也能看得一清二楚的⚬,"The eyes are its biggest feature, and it can see clearly in the dark.",0,0,
,26,70c0,,,,line,1,天生的好歌喉﹐心情好的時候﹐隨時可以高歌一首⚬,"The natural good singing voice, when the mood is good throat can sing a song at any time.",0,0,
,26,70eb,,,,line,1,平時生活在地上﹐一旦遇到危險就會藉著飛行逃走⚬,"Usually lives on the ground, but when it encounters danger, it will escape by flying.",0,0,
,26,7116,,,,line,1,遨遊於世界的天際之間﹐是神話中的天龍之首⚬,"He is the head of the dragon in mythology, and travels between the world's skies.",0,0,
mon_names,26,4888,,,,line,,,,0,0,
,26,488d,,,,line,,暴躁猴,Grunkey,0,1,
,26,4893,,,,line,,綠巨人,Trolk,0,1,
,26,4899,,,,line,,鐵拳蛙,Croaxer,0,1,
,26,489f,,,,line,,橡皮管,Rubbube,0,1,
,26,48a4,,,,line,,金剛獸,Admanswine,0,1,
,26,48aa,,,,line,,粉紅娘,Foothare,0,1,
,26,48b0,,,,line,,青草精,Flory,0,1,
,26,48b7,,,,line,,怪笑爺,Grinpa,0,1,
,26,48bd,,,,line,,機甲人,Mekka,0,1,
,26,48c3,,,,line,,長 毛,Moppy,0,1,
,26,48ca,,,,line,,紅 豬,Redhog,0,1,
,26,48d1,,,,line,,火鳳凰,Flarix,0,1,
,26,48d7,,,,line,,赤 鍊,Framstla,0,1,
,26,48de,,,,line,,噴火龍,Volcazard,0,1,
,26,48e4,,,,line,,熔岩獸,Melvel,0,1,
,26,48ea,,,,line,,赤火狐,Vulperno,0,1,
,26,48f1,,,,line,,燭 妖,Candenox,0,1,
,26,48f8,,,,line,,焱爐妖,Torchbot,0,1,
,26,48fd,,,,line,,日 輪,Solorb,0,1,
,26,4904,,,,line,,火眼狼,Frark,0,1,
,26,490b,,,,line,,河 童,Kapp,0,1,
